序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201809),净利润(201809),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1564,300176,鸿特科技,广东鸿特科技股份有限公司,肇庆市,鼎湖区,277401.51,38721.48,16818,2011-02-15,--,,汽车零部件,工业、金融科技服务,研发、生产和销售用于汽车发动机、变速箱及底盘等制造的铝合金精密压铸件及其总成
1565,300177,中海达,广州中海达卫星导航技术股份有限公司,广州市,番禺区,83334.23,7411.55,2092,2011-02-15,--,,专用计算机设备,北斗+精准定位装备、北斗+行业应用软件及方案集成、北斗+时空数据、北斗+运营及设计服务,空间信息数据采集装备研发、制造、销售，空间信息数据、空间信息数据应用及解决方案提供。
1566,300178,腾邦国际,腾邦国际商业服务集团股份有限公司,深圳市,福田区,447754.02,29391.22,3745,2011-02-15,--,,旅游服务,旅游业务、机票业务、差旅管理业务、金融服务业务,旅游、机票、差旅管理和金融服务。
1567,300179,四方达,河南四方达超硬材料股份有限公司,郑州市,管城回族区,27049.27,5581.33,500,2011-02-15,--,,超硬材料,超硬复合材料、超硬复合材料制品、微粉,从事聚晶金刚石(简称PCD)及其相关制品的研发、生产和销售
1568,300180,华峰超纤,上海华峰超纤材料股份有限公司,上海市,金山区,227300.59,27731.19,2022,2011-02-22,--,,塑料制品,超纤材料,超细纤维聚氨酯合成革研发、生产、销售与服务
1569,300181,佐力药业,浙江佐力药业股份有限公司,湖州市,德清县,52855.43,2570.28,1867,2011-02-22,--,,中药生产,药用真菌系列产品、中药饮片、中药配方颗粒,药用真菌系列产品的研发、生产与销售。
1570,300182,捷成股份,北京捷成世纪科技股份有限公司,北京市,海淀区,349430.21,79282.23,1281,2011-02-22,--,,其他软件服务,音视频整体解决方案、媒体云平台及服务、虚拟工场、Auro-3D技术、影视剧内容制作、数字版权运营及服务,新媒体版权运营、影视内容制作与发行、音视频技术服务和数字教育云平台建设
1571,300183,东软载波,青岛东软载波科技股份有限公司,青岛市,市北区,62453.13,11729.16,1225,2011-02-22,--,,集成电路,电力线载波通信产品、集成电路、智能家居产品、法院综合信息管理系统,低压电力线载波通信产品的研发、生产、销售和服务
1572,300184,力源信息,武汉力源信息技术股份有限公司,武汉市,洪山区,822465.35,30704.77,1074,2011-02-22,--,,其他电子器件,电子元器件、结构模块器件（模组）、用电信息采集及控制系统产品、含嵌入式软件的芯片及套件、外协加工,IC等电子元器件的推广、销售及应用服务
1573,300185,通裕重工,通裕重工股份有限公司,德州市,禹城市,258186.74,15629.96,3086,2011-03-08,--,,基础件,大型铸锻件,从事锻件坯料、锻件、管模的制造和销售
1574,300187,永清环保,永清环保股份有限公司,长沙市,浏阳市,75314.78,1986.09,740,2011-03-08,--,,大气污染治理,大气净化、重金属综合治理（含药剂）、新能源、运营、餐厨垃圾,大气治理、土壤污染修复(含环境药剂销售)、新能源发电(包括垃圾发电和光热发电等新能源领域)、环评咨询服务等业务。
1575,300188,美亚柏科,厦门市美亚柏科信息股份有限公司,厦门市,思明区,72367.44,4737.25,2382,2011-03-16,--,,其他软件服务,电子数据取证产品、大数据信息化产品、网络空间安全产品及专项执法装备、存证云+、网络空间安全服务、数据服务和培训及技术支持增值服务,电子数据取证和网络信息安全产品及相关服务
1576,300189,神农基因,海南神农基因科技股份有限公司,海口市,海口市,13999.95,3401.74,367,2011-03-16,--,,种子,农业,优质杂交水稻种子和其他农作物良种的选育、推广、销售。
1577,300190,维尔利,江苏维尔利环保科技股份有限公司,常州市,新北区,131302.21,15822.46,1442,2011-03-16,--,,环保设备,环保,从事环保设备的研发、生产、销售和环保工程的设计、承包、施工、安装及相关技术咨询服务。
1578,300191,潜能恒信,潜能恒信能源技术股份有限公司,北京市,海淀区,8911.42,1067.4,64,2011-03-16,--,,油田服务,石油勘探技术服务、石油勘探工程服务、油气开采,石油勘探行业的地震数据处理解释业务，为石油公司提供找油服务
1579,300192,科斯伍德,苏州科斯伍德油墨股份有限公司,苏州市,相城区,71087.42,8594.71,370,2011-03-22,--,,油墨,胶印油墨,胶印油墨的研发、生产及销售
1580,300193,佳士科技,深圳市佳士科技股份有限公司,深圳市,龙岗区,66584.7,14087.2,1012,2011-03-22,--,,其他通用机械,逆变焊机、焊割配件,焊割设备的研发、生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201809),净利润(201809),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1581,300194,福安药业,福安药业(集团)股份有限公司,重庆市,长寿区,205176.87,22898.59,3039,2011-03-22,--,,化学制剂,制剂、原料药及中间体、药品经销,从事单环β-内酰胺类、青霉素类、头孢类抗生素原料药及制剂的研发、生产和销售。
1582,300195,长荣股份,天津长荣科技集团股份有限公司,天津市,北辰区,96896.37,12090.69,1866,2011-03-29,--,,印刷包装设备,印刷设备、包装设备、检测设备、精密模具,模切机、模烫机及糊盒机等设备的生产、加工和销售。
1583,300196,长海股份,江苏长海复合材料股份有限公司,常州市,武进区,158118.98,19460.95,1939,2011-03-29,--,,玻纤,玻纤纱、短切毡、湿法薄毡、复合隔板、涂层毡,玻纤制品及玻纤复合材料的研发、生产和销售
1584,300197,铁汉生态,深圳市铁汉生态环境股份有限公司,深圳市,龙岗区,629460.86,36413.85,5121,2011-03-29,--,,园林工程,生态修复工程、园林绿化工程、环保工程设计与施工、环境污染治理设施营运服务,生态环保与景观旅游的建设与运营
1585,300198,纳川股份,福建纳川管材科技股份有限公司,泉州市,泉港区,90291.42,571.2,931,2011-04-07,--,,管材,管材销售 、材料贸易、新能源汽车、工程服务,"研发、生产和销售高密度聚乙烯(HDPE)缠绕增强管及配套管件,以及为高密度聚乙烯(HDPE)缠绕增强管的设计和施工提供技术支持服务。"
1586,300199,翰宇药业,深圳翰宇药业股份有限公司,深圳市,南山区,90503.72,29357.93,927,2011-04-07,--,,化学制剂,多肽制剂、多肽原料药和客户肽(定制服务)、药品组合包装类、器械类、固体类,化学合成多肽药物的研发、生产和销售
1587,300200,高盟新材,北京高盟新材料股份有限公司,北京市,丰台区,76736.2,6659.7,752,2011-04-07,--,,聚氨酯,聚氨酯胶粘剂、光伏组件、塑胶密封件、塑胶减震缓冲材,从事复合聚氨酯胶粘剂研制、开发、生产和销售
1588,300201,海伦哲,徐州海伦哲专用车辆股份有限公司,徐州市,徐州市,111153.26,5445.33,1360,2011-04-07,--,,其他专用车辆,高空作业车、电源车、抢修车、备件修理、自动集成控制系统、消防车、智能电源,高空作业车、电力保障车辆、消防车及军品的研发、制造、销售与服务等业务
1589,300202,聚龙股份,聚龙股份有限公司,鞍山市,铁东区,47995.13,3620.69,2108,2011-04-15,--,,专用计算机设备,清分机系列、捆钞机系列、人民币鉴别仪,金融机具产品的研发、生产及销售以及现金流通管理系统解决方案的设计、提供。
1590,300203,聚光科技,聚光科技(杭州)股份有限公司,杭州市,滨江区,230119.75,41972.41,4190,2011-04-15,--,,环保设备,仪器仪表及运营维护服务、污水处理设备、污水治理综合解决方案与污水处理设施的运营维护服务,研发、生产和销售应用于环境监测、工业过程分析等领域的仪器仪表
1591,300204,舒泰神,舒泰神(北京)生物制药股份有限公司,北京市,北京市,63412.48,11885.07,678,2011-04-15,--,,生物医药,药品生物制品,生物制品和部分化学药品的研发、生产和销售
1592,300205,天喻信息,武汉天喻信息产业股份有限公司,武汉市,江夏区,162441.05,7608.97,2663,2011-04-21,--,,通信终端设备,智能卡、技术服务与开发、终端,数据安全相关的智能卡、终端设备及系统解决方案等的设计、制造、销售和服务
1593,300206,理邦仪器,深圳市理邦精密仪器股份有限公司,深圳市,南山区,72855.09,8880.69,1797,2011-04-21,--,,医疗器械,医疗电子设备产品、体外诊断产品,妇幼保健产品及系统、多参数监护产品及系统、数字超声诊断系统、心电产品及系统、血液细胞分析仪等五大系列产品的研发、生产和销售。
1594,300207,欣旺达,欣旺达电子股份有限公司,深圳市,宝安区,1310568.9,42915.13,20580,2011-04-21,--,,电子零部件,工业制造业、检测服务业,锂离子电池模组的研发、设计、生产及销售
1595,300208,恒顺众昇,青岛市恒顺众昇集团股份有限公司,青岛市,城阳区,107332.74,25914.59,509,2011-04-26,--,,电气自控设备,机械成套装备,机械成套装备、余热余压利用、电容器、电抗器等电能质量优化产品的生产销售、采掘服务、煤炭产销等。
1596,300209,天泽信息,天泽信息产业股份有限公司,南京市,建邺区,53099.91,-2148.37,1345,2011-04-26,--,,行业应用软件,通信工程、软件服务、现代制造,主要为客户提供以物联网、产业互联网技术为核心的信息管理卓越解决方案及相关软、硬件产品与服务。
1597,300210,森远股份,鞍山森远路桥股份有限公司,鞍山市,铁东区,33499.57,2516.56,662,2011-04-26,--,,公路养护机械,公路养护高端设备、服务,新型公路养护设备研发、生产和销售
1598,300211,亿通科技,江苏亿通高科技股份有限公司,苏州市,常熟市,9865.78,283.52,314,2011-05-05,--,,通信传输设备,有线电视网络光传输设备、下一代有线电视网络设备、智能化监控工程,主要从事广播电视设备制造，具体包括有线电视网络传输设备、终端接收设备的研发、制造及销售，提供有线电视网络系统软件服务、以及基于有线电视网络系统技术之上的智能化监控工程服务。
1599,300212,易华录,北京易华录信息技术股份有限公司,北京市,石景山区,191351.05,11054.61,1790,2011-05-05,--,,行业应用软件,智能交通管理系统、公共安全系统、智慧城市系统、数据运营服务,智能交通管理系统、公共安全系统、智慧城市系统的研发、生产和销售
1600,300213,佳讯飞鸿,北京佳讯飞鸿电气股份有限公司,北京市,海淀区,63844.73,6740.21,832,2011-05-05,--,,通信终端设备,通信产品、监控产品、系统产品,通信信息领域的技术应用创新，向客户提供通信、信息、控制一体化的指挥调度系统及全面解决方案
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201809),净利润(201809),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1601,300214,日科化学,山东日科化学股份有限公司,潍坊市,昌乐县,102641.49,8582.01,836,2011-05-11,--,,其他化学制品,PVC塑料改性剂产品,PVC塑料改性剂产品的研发、生产和销售、服务
1602,300215,电科院,苏州电器科学研究院股份有限公司,苏州市,吴中区,51840.7,9183.07,1266,2011-05-11,--,,其他输变电设备,专业技术服务,高低压电器元件、成套配电装置、日用电器元件、电器测试仪器等检测服务
1603,300216,千山药机,湖南千山制药机械股份有限公司,长沙市,长沙县,17471.03,-40355.61,1689,2011-05-11,--,,医疗器械,注射剂成套生产设备、大输液产品连接装置、可穿戴智能硬件和设备,制药装备、医疗器械装备及医疗器械的生产销售。
1604,300217,东方电热,镇江东方电热科技股份有限公司,镇江市,京口区,181594.18,13253.22,3314,2011-05-18,--,,油服行业、民用电加热器、工业用电加热器、光通信、动力锂电池,油服行业、民用电加热器、工业用电加热器、光通信、动力锂电池,电加热产品的研发、生产、销售等
